,mse_score,trial_id,return_period,seq_len,lr,momentum,optim_type,num_layers,hidden_size,num_fc_layers,activation_type
2297,0.048239213664995034,011e8_02297,5,2,0.001,0.355533305791531,1,2,8,1,3
2256,0.04827555324696994,011e8_02256,5,2,0.001,0.8487219771982101,1,1,32,3,1
1543,0.04829002242858577,011e8_01543,3,2,0.001,0.899421934367677,1,8,128,2,2
2261,0.04829407096401427,011e8_02261,5,2,0.001,0.2588106898370855,1,1,64,3,3
445,0.048299453016683244,011e8_00445,2,2,0.1,0.4347263871690624,1,8,64,1,2
2205,0.04835529733250906,011e8_02205,5,2,0.001,0.8725879824542616,1,1,8,2,1
2230,0.048395310265660095,011e8_02230,5,2,0.01,0.8554378748324722,1,1,64,2,2
599,0.04839538611868988,011e8_00599,2,2,0.001,0.693279044423714,2,1,128,2,3
2302,0.0484230033892071,011e8_02302,5,2,0.001,0.5273286327593888,1,2,32,1,2
1141,0.04843008897326524,011e8_01141,3,2,0.01,0.6515340061995382,1,1,8,2,2
2251,0.04844712916492701,011e8_02251,5,2,0.001,0.6228319201678245,1,1,8,3,2
2259,0.048458394868713096,011e8_02259,5,2,0.001,0.8296798135911071,1,1,64,3,1
2296,0.04847963613745308,011e8_02296,5,2,0.001,0.39206058153613144,1,2,8,1,2
1483,0.04855326963479494,011e8_01483,3,2,0.1,0.12127002031846912,1,4,128,3,2
2301,0.04855634225027553,011e8_02301,5,2,0.001,0.16984348702093455,1,2,32,1,1
1670,0.04865020843761117,011e8_01670,3,2,0.001,0.770471985111669,2,1,16,2,3
2307,0.048668097125182566,011e8_02307,5,2,0.001,0.5321828559146996,1,2,128,1,1
2308,0.0487674237981436,011e8_02308,5,2,0.001,0.3714758910228254,1,2,128,1,2
2187,0.0488014989640898,011e8_02187,5,2,0.01,0.21127794764406815,1,1,128,1,1
2320,0.04894701158459582,011e8_02320,5,2,0.01,0.15727741271896162,1,2,64,1,2
2270,0.048960423044012595,011e8_02270,5,2,0.01,0.17148896936695426,1,1,16,3,3
2191,0.04898773702042887,011e8_02191,5,2,0.1,0.4570197292052609,1,1,8,1,2
1640,0.04902087111514281,011e8_01640,3,2,0.01,0.18785416942149447,2,1,16,1,3
2180,0.04907667431918714,011e8_02180,5,2,0.01,0.3483152883424496,1,1,16,1,3
2309,0.049133369923271865,011e8_02309,5,2,0.001,0.17360845304496433,1,2,128,1,3
2184,0.04925124866914572,011e8_02184,5,2,0.01,0.12773667176917317,1,1,64,1,1
2305,0.04925452297381174,011e8_02305,5,2,0.001,0.44205159888619405,1,2,64,1,2
2214,0.0492847177032695,011e8_02214,5,2,0.001,0.6492777787828891,1,1,64,2,1
2185,0.04929899283657505,011e8_02185,5,2,0.01,0.6963707808482067,1,1,64,1,2
2267,0.04931084375573261,011e8_02267,5,2,0.01,0.2992041493508989,1,1,8,3,3
2273,0.0493135475825526,011e8_02273,5,2,0.01,0.4685435484787902,1,1,32,3,3
2264,0.04931435485019324,011e8_02264,5,2,0.001,0.8126002072966007,1,1,128,3,3
2276,0.049396713892073604,011e8_02276,5,2,0.01,0.5473333296377545,1,1,64,3,3
2231,0.04952331290897705,011e8_02231,5,2,0.01,0.7433909175074389,1,1,64,2,3
1705,0.04957838060819743,011e8_01705,3,2,0.1,0.44719308153993664,2,1,64,2,2
2186,0.04957917077128524,011e8_02186,5,2,0.01,0.4859795933358123,1,1,64,1,3
175,0.049608120665438446,011e8_00175,2,2,0.1,0.797911616820926,1,2,64,1,2
633,0.049619065491886084,011e8_00633,2,2,0.001,0.12212097785493309,2,1,16,3,1
1975,0.04962591384749657,011e8_01975,3,2,0.1,0.8096857296517971,2,4,64,2,2
1393,0.049643554524744844,011e8_01393,3,2,0.1,0.4206332141243133,1,4,128,1,2
2207,0.04967008049891792,011e8_02207,5,2,0.001,0.860723328146393,1,1,8,2,3
1160,0.0497558322179956,011e8_01160,3,2,0.1,0.23066086449398204,1,1,16,2,3
2188,0.04978922626218399,011e8_02188,5,2,0.01,0.6108025401021348,1,1,128,1,2
2234,0.04981803448486373,011e8_02234,5,2,0.01,0.7814277087200556,1,1,128,2,3
2254,0.04989494303927031,011e8_02254,5,2,0.001,0.5832883185767737,1,1,16,3,2
2284,0.050029266595564816,011e8_02284,5,2,0.1,0.8707569738385159,1,1,16,3,2
1408,0.050041455261920165,011e8_01408,3,2,0.001,0.2336069371920207,1,4,128,2,2
2110,0.05004295571885079,011e8_02110,3,2,0.1,0.12886949815675683,2,8,64,2,2
2160,0.05006060021949506,011e8_02160,5,2,0.001,0.3335458011862594,1,1,8,1,1
2211,0.05013302302223933,011e8_02211,5,2,0.001,0.769347781131099,1,1,32,2,1
2215,0.050184987296066644,011e8_02215,5,2,0.001,0.7832635375708967,1,1,64,2,2
2319,0.05030645349128406,011e8_02319,5,2,0.01,0.13015968369989894,1,2,64,1,1
2220,0.05035017454200849,011e8_02220,5,2,0.01,0.12034207281381466,1,1,8,2,1
2306,0.0503587529403293,011e8_02306,5,2,0.001,0.3458553118593331,1,2,64,1,3
2208,0.05047409840693726,011e8_02208,5,2,0.001,0.28035935495674735,1,1,16,2,1
2212,0.05050190790018391,011e8_02212,5,2,0.001,0.6042533927756452,1,1,32,2,2
2182,0.05050967809655206,011e8_02182,5,2,0.01,0.6659763743423975,1,1,32,1,2
2252,0.05058804905838405,011e8_02252,5,2,0.001,0.7501400820025744,1,1,8,3,3
2161,0.050590490948505144,011e8_02161,5,2,0.001,0.6435636755653684,1,1,8,1,2
2183,0.050660753730543254,011e8_02183,5,2,0.01,0.23557059371760403,1,1,32,1,3
1674,0.05074298753723291,011e8_01674,3,2,0.001,0.877552183885737,2,1,64,2,1
2167,0.0507830843195932,011e8_02167,5,2,0.001,0.8984256983162638,1,1,32,1,2
2310,0.05098012128176339,011e8_02310,5,2,0.01,0.34546452941914074,1,2,8,1,1
1715,0.0509977829513851,011e8_01715,3,2,0.001,0.6912050627653545,2,1,16,3,3
549,0.05099962981384247,011e8_00549,2,2,0.001,0.39130088758796755,2,1,64,1,1
642,0.0510012719304709,011e8_00642,2,2,0.001,0.6976093976355686,2,1,128,3,1
2263,0.05104296258242244,011e8_02263,5,2,0.001,0.43211434692808115,1,1,128,3,2
1976,0.051080257155001224,011e8_01976,3,2,0.1,0.19774706278054843,2,4,64,2,3
2303,0.051160897478720144,011e8_02303,5,2,0.001,0.21169882323191605,1,2,32,1,3
2312,0.051163980820252905,011e8_02312,5,2,0.01,0.7300160465113142,1,2,8,1,3
2311,0.05120251733656747,011e8_02311,5,2,0.01,0.5360439932978232,1,2,8,1,2
2171,0.05120867231045919,011e8_02171,5,2,0.001,0.6945726290159213,1,1,64,1,3
2225,0.05124709691674817,011e8_02225,5,2,0.01,0.7201598125776121,1,1,16,2,3
2173,0.05129949013102753,011e8_02173,5,2,0.001,0.5091818761188236,1,1,128,1,2
1626,0.051352428144263294,011e8_01626,3,2,0.001,0.813071718070167,2,1,32,1,1
1113,0.051369381589326794,011e8_01113,3,2,0.1,0.5582539115803168,1,1,16,1,1
2260,0.05139742622574052,011e8_02260,5,2,0.001,0.8983392546794285,1,1,64,3,2
2178,0.051444555415632864,011e8_02178,5,2,0.01,0.7065936753532782,1,1,16,1,1
2165,0.05147148905452776,011e8_02165,5,2,0.001,0.4692816061642514,1,1,16,1,3
2314,0.05150262638311064,011e8_02314,5,2,0.01,0.5306815539392938,1,2,16,1,2
2179,0.05161983601848082,011e8_02179,5,2,0.01,0.5891681099200609,1,1,16,1,2
2217,0.05165999701452923,011e8_02217,5,2,0.001,0.6601620444117298,1,1,128,2,1
1630,0.051679488605862384,011e8_01630,3,2,0.001,0.8276263801039015,2,1,64,1,2
2227,0.05170217932571918,011e8_02227,5,2,0.01,0.44381030420158984,1,1,32,2,2
2175,0.05170469063292224,011e8_02175,5,2,0.01,0.5460005021980705,1,1,8,1,1
2216,0.05172711700674137,011e8_02216,5,2,0.001,0.20252837173776897,1,1,64,2,3
2224,0.05176038449564854,011e8_02224,5,2,0.01,0.43703372726320155,1,1,16,2,2
2169,0.05178200977179988,011e8_02169,5,2,0.001,0.46406826515268473,1,1,64,1,1
587,0.051832735587820714,011e8_00587,2,2,0.001,0.3715791816166757,2,1,8,2,3
2177,0.051935325378127735,011e8_02177,5,2,0.01,0.8370038667978311,1,1,8,1,3
2258,0.051938419573098304,011e8_02258,5,2,0.001,0.5533200661627292,1,1,32,3,3
1629,0.05197947930175618,011e8_01629,3,2,0.001,0.7582465856421571,2,1,64,1,1
2176,0.051988750529887696,011e8_02176,5,2,0.01,0.162040805740439,1,1,8,1,2
2219,0.05206264274386367,011e8_02219,5,2,0.001,0.2009500701086891,1,1,128,2,3
1391,0.05210452744657292,011e8_01391,3,2,0.1,0.24366533823470507,1,4,64,1,3
2172,0.05210663740471581,011e8_02172,5,2,0.001,0.8907037547668283,1,1,128,1,1
2316,0.05211131363433959,011e8_02316,5,2,0.01,0.21512290566164866,1,2,32,1,1
2170,0.052204999959652575,011e8_02170,5,2,0.001,0.8497496196650386,1,1,64,1,2
2255,0.052296286141984866,011e8_02255,5,2,0.001,0.8836879120107921,1,1,16,3,3
2174,0.052332901138311454,011e8_02174,5,2,0.001,0.5558282663137467,1,1,128,1,3
2210,0.05241963604040192,011e8_02210,5,2,0.001,0.7602094218902702,1,1,16,2,3
2266,0.052437313921361854,011e8_02266,5,2,0.01,0.646771930139604,1,1,8,3,2
310,0.05244392101836134,011e8_00310,2,2,0.1,0.363240022763056,1,4,64,1,2
1333,0.05245630227804458,011e8_01333,3,2,0.01,0.5166505972823301,1,2,128,3,2
2253,0.05245971861231063,011e8_02253,5,2,0.001,0.3204328608636935,1,1,16,3,1
2268,0.05250310511610286,011e8_02268,5,2,0.01,0.8980779681878399,1,1,16,3,1
2318,0.052521631412508124,011e8_02318,5,2,0.01,0.38792097226778255,1,2,32,1,3
2196,0.05267952272875289,011e8_02196,5,2,0.1,0.1516098675361918,1,1,32,1,1
88,0.052704254170155555,011e8_00088,2,2,0.1,0.47640094697585,1,1,128,2,2
218,0.052707453640437475,011e8_00218,2,2,0.1,0.3679052359914379,1,2,32,2,3
2163,0.052717419421557464,011e8_02163,5,2,0.001,0.3043404418307486,1,1,16,1,1
2181,0.052754410308196116,011e8_02181,5,2,0.01,0.48884593122856035,1,1,32,1,1
2166,0.05276979550818876,011e8_02166,5,2,0.001,0.269824560931552,1,1,32,1,1
123,0.05282538346223846,011e8_00123,2,2,0.1,0.47305685123664243,1,1,16,3,1
544,0.05287766807863483,011e8_00544,2,2,0.001,0.841278563757378,2,1,16,1,2
2213,0.05290420496679327,011e8_02213,5,2,0.001,0.6380499751991006,1,1,32,2,3
2218,0.05291103003516529,011e8_02218,5,2,0.001,0.44374025017648044,1,1,128,2,2
1667,0.052944249252616815,011e8_01667,3,2,0.001,0.3730018450163304,2,1,8,2,3
1473,0.05302949561353227,011e8_01473,3,2,0.1,0.6767850314523784,1,4,16,3,1
447,0.05308220200358989,011e8_00447,2,2,0.1,0.4787053227779722,1,8,128,1,1
221,0.05323258734839141,011e8_00221,2,2,0.1,0.5491296502939632,1,2,64,2,3
2313,0.053317492854103435,011e8_02313,5,2,0.01,0.5720824127853232,1,2,16,1,1
36,0.053381145788910955,011e8_00036,2,2,0.1,0.5563998344286232,1,1,32,1,1
2164,0.05338688629781441,011e8_02164,5,2,0.001,0.4283737426964127,1,1,16,1,2
403,0.053426406336766326,011e8_00403,2,2,0.1,0.6470752162631681,1,4,128,3,2
2298,0.05345534386669184,011e8_02298,5,2,0.001,0.21878595003404505,1,2,16,1,1
2222,0.05353582855648548,011e8_02222,5,2,0.01,0.6803763551414937,1,1,8,2,3
2265,0.05355452872477427,011e8_02265,5,2,0.01,0.22772629810569162,1,1,8,3,1
2158,0.05363358882484827,011e8_02158,3,2,0.1,0.2316213768096998,2,8,128,3,2
547,0.05369273524991141,011e8_00547,2,2,0.001,0.7976286374000705,2,1,32,1,2
351,0.05379237277276994,011e8_00351,2,2,0.1,0.24268758583159436,1,4,32,2,1
2221,0.05381508276719868,011e8_02221,5,2,0.01,0.36770193007076546,1,1,8,2,2
2317,0.05385545494271547,011e8_02317,5,2,0.01,0.6573034496147054,1,2,32,1,2
2269,0.053867290728466924,011e8_02269,5,2,0.01,0.5100384889377788,1,1,16,3,2
1118,0.05387320770460218,011e8_01118,3,2,0.1,0.1801865853073734,1,1,32,1,3
1116,0.05387544539739872,011e8_01116,3,2,0.1,0.3224392842411217,1,1,32,1,1
2257,0.054076344801205,011e8_02257,5,2,0.001,0.8063581931942964,1,1,32,3,2
551,0.054423361793730224,011e8_00551,2,2,0.001,0.34336037112794165,2,1,64,1,3
2023,0.054432640883790406,011e8_02023,3,2,0.1,0.3722456398814391,2,4,128,3,2
2168,0.05444506140174607,011e8_02168,5,2,0.001,0.6956522863837729,1,1,32,1,3
1677,0.054531080545242264,011e8_01677,3,2,0.001,0.8307479625099108,2,1,128,2,1
2272,0.05456752878471486,011e8_02272,5,2,0.01,0.42185118022362245,1,1,32,3,2
636,0.05480543683736156,011e8_00636,2,2,0.001,0.5373505716587621,2,1,32,3,1
2248,0.05482915704019059,011e8_02248,5,2,0.1,0.8525282452331407,1,1,128,2,2
2315,0.054957186321807884,011e8_02315,5,2,0.01,0.11476480331952468,1,2,16,1,3
1631,0.055044736305299,011e8_01631,3,2,0.001,0.5066612466971142,2,1,64,1,3
258,0.055045775240354956,011e8_00258,2,2,0.1,0.7737097692778122,1,2,16,3,1
1158,0.05513091077384332,011e8_01158,3,2,0.1,0.7863093987039443,1,1,16,2,1
2233,0.05520127172500804,011e8_02233,5,2,0.01,0.5082047624298016,1,1,128,2,2
1671,0.05520828279881839,011e8_01671,3,2,0.001,0.7039606882507949,2,1,32,2,1
2209,0.055316241973088036,011e8_02209,5,2,0.001,0.6851857070157443,1,1,16,2,2
1713,0.055362857224810776,011e8_01713,3,2,0.001,0.13948299102629785,2,1,16,3,1
311,0.055492850627870564,011e8_00311,2,2,0.1,0.4154896193201052,1,4,64,1,3
588,0.0559356298966989,011e8_00588,2,2,0.001,0.12397710245930726,2,1,16,2,1
80,0.05595488020087803,011e8_00080,2,2,0.1,0.10993844081892493,1,1,16,2,3
2299,0.0559729410041174,011e8_02299,5,2,0.001,0.6647534106332731,1,2,16,1,2
1203,0.05606070689517526,011e8_01203,3,2,0.1,0.7633280164261963,1,1,16,3,1
1624,0.056487110977798995,011e8_01624,3,2,0.001,0.7345534935776594,2,1,16,1,2
541,0.0566495155914406,011e8_00541,2,2,0.001,0.1536693426360051,2,1,8,1,2
1566,0.0570338147208377,011e8_01566,3,2,0.1,0.47308310927916375,1,8,32,2,1
1431,0.05707130191087115,011e8_01431,3,2,0.1,0.6713323743037222,1,4,32,2,1
2275,0.05765205308132901,011e8_02275,5,2,0.01,0.8537128387289141,1,1,64,3,2
1389,0.05818566083870086,011e8_01389,3,2,0.1,0.2800529983579799,1,4,64,1,1
1840,0.0582940452955583,011e8_01840,3,2,0.1,0.21654318896087146,2,2,64,2,2
268,0.0587687108036067,011e8_00268,2,2,0.1,0.339848818351961,1,2,128,3,2
314,0.05881490134597539,011e8_00314,2,2,0.1,0.43534180385696397,1,4,128,1,3
2300,0.05902897151246843,011e8_02300,5,2,0.001,0.8050753138382442,1,2,16,1,3
125,0.05925280170871571,011e8_00125,2,2,0.1,0.20895361257250908,1,1,16,3,3
1257,0.059280731113244986,011e8_01257,3,2,0.1,0.701272914983195,1,2,128,1,1
2197,0.059395434130736176,011e8_02197,5,2,0.1,0.17023288577261664,1,1,32,1,2
1569,0.05952186816736739,011e8_01569,3,2,0.1,0.4478107439130471,1,8,64,2,1
1622,0.05961729733255715,011e8_01622,3,2,0.001,0.6055646707684466,2,1,8,1,3
1719,0.06000465191705293,011e8_01719,3,2,0.001,0.32582517814494605,2,1,64,3,1
489,0.060163394709270894,011e8_00489,2,2,0.1,0.12103350584257325,1,8,64,2,1
591,0.06017503914062452,011e8_00591,2,2,0.001,0.6744763454798021,2,1,32,2,1
597,0.06027532496978207,011e8_00597,2,2,0.001,0.18905544421269793,2,1,128,2,1
1888,0.06034741197175793,011e8_01888,3,2,0.1,0.434929036700505,2,2,128,3,2
1394,0.06045636120011133,011e8_01394,3,2,0.1,0.656259878812503,1,4,128,1,3
2240,0.061081655138892806,011e8_02240,5,2,0.1,0.7080264255866936,1,1,16,2,3
1348,0.061264453342752746,011e8_01348,3,2,0.1,0.6079628291970879,1,2,128,3,2
2278,0.06149391313461507,011e8_02278,5,2,0.01,0.4145874706172805,1,1,128,3,2
1259,0.06171323347291786,011e8_01259,3,2,0.1,0.6150100355288854,1,2,128,1,3
533,0.06180366106834226,011e8_00533,2,2,0.1,0.3183639030360529,1,8,32,3,3
2285,0.06199023707574791,011e8_02285,5,2,0.1,0.8372606683754641,1,1,16,3,3
1721,0.06204638342393174,011e8_01721,3,2,0.001,0.7432276741598329,2,1,64,3,3
538,0.062249842849870576,011e8_00538,2,2,0.1,0.8859717817823926,1,8,128,3,2
594,0.06282232785826804,011e8_00594,2,2,0.001,0.11198783955847631,2,1,64,2,1
596,0.06308640198611777,011e8_00596,2,2,0.001,0.23393706230204325,2,1,64,2,3
548,0.06316944395070714,011e8_00548,2,2,0.001,0.3669418909061303,2,1,32,1,3
178,0.06353789331476482,011e8_00178,2,2,0.1,0.3937508680063545,1,2,128,1,2
448,0.06365543908659255,011e8_00448,2,2,0.1,0.8698321520043379,1,8,128,1,2
493,0.06377161224981807,011e8_00493,2,2,0.1,0.510559779428004,1,8,128,2,2
1433,0.0637881927972773,011e8_01433,3,2,0.1,0.14699482934611074,1,4,32,2,3
1392,0.06399975898744784,011e8_01392,3,2,0.1,0.7885596046663245,1,4,128,1,1
353,0.06402059756632192,011e8_00353,2,2,0.1,0.29652359518780325,1,4,32,2,3
641,0.06420124710106596,011e8_00641,2,2,0.001,0.4740799300945948,2,1,64,3,3
1718,0.06436736445341812,011e8_01718,3,2,0.001,0.3799203732192161,2,1,32,3,3
1668,0.06486488672768258,011e8_01668,3,2,0.001,0.14456043951660408,2,1,16,2,1
1724,0.06502299444532551,011e8_01724,3,2,0.001,0.24887301474329915,2,1,128,3,3
1625,0.06573932415158334,011e8_01625,3,2,0.001,0.7208765074798137,2,1,16,1,3
1628,0.06600685760243671,011e8_01628,3,2,0.001,0.2996010737819839,2,1,32,1,3
40,0.0667820374736864,011e8_00040,2,2,0.1,0.7101272446441975,1,1,64,1,2
356,0.06686474281664698,011e8_00356,2,2,0.1,0.8517599063583885,1,4,64,2,3
545,0.06701497572598877,011e8_00545,2,2,0.001,0.14898585436733056,2,1,16,1,3
1526,0.06791202356327891,011e8_01526,3,2,0.1,0.57854204810633,1,8,64,1,3
2293,0.06827792943168759,011e8_02293,5,2,0.1,0.6179134429893993,1,1,128,3,2
546,0.0685487625003046,011e8_00546,2,2,0.001,0.4588815949019516,2,1,32,1,1
2198,0.06892031769508355,011e8_02198,5,2,0.1,0.7679177364111711,1,1,32,1,3
1120,0.06960566875744786,011e8_01120,3,2,0.1,0.8761718033817383,1,1,64,1,2
644,0.07021396830562716,011e8_00644,2,2,0.001,0.5153011577897122,2,1,128,3,3
78,0.07054111220175635,011e8_00078,2,2,0.1,0.2771522888016186,1,1,16,2,1
81,0.07062590503661083,011e8_00081,2,2,0.1,0.691356257812953,1,1,32,2,1
177,0.07068855207391644,011e8_00177,2,2,0.1,0.28028014173483695,1,2,128,1,1
1627,0.07087677693515965,011e8_01627,3,2,0.001,0.16359659516565694,2,1,32,1,2
1673,0.07105512591051186,011e8_01673,3,2,0.001,0.18014427409410258,2,1,32,2,3
1205,0.07142368573969748,011e8_01205,3,2,0.1,0.24283023626319686,1,1,16,3,3
2238,0.07194023459918382,011e8_02238,5,2,0.1,0.7826342772957643,1,1,16,2,1
449,0.07211487693149418,011e8_00449,2,2,0.1,0.1263978914925426,1,8,128,1,3
534,0.0726622116280266,011e8_00534,2,2,0.1,0.7075031963000908,1,8,64,3,1
1436,0.0747806820849355,011e8_01436,3,2,0.1,0.5909643154997141,1,4,64,2,3
1618,0.07502262893451407,011e8_01618,3,2,0.1,0.19883920872425806,1,8,128,3,2
1621,0.07611108783055606,011e8_01621,3,2,0.001,0.3311707258692401,2,1,8,1,2
312,0.07629981496594311,011e8_00312,2,2,0.1,0.7262853478811392,1,4,128,1,1
531,0.07719810379926854,011e8_00531,2,2,0.1,0.5888161574690257,1,8,32,3,1
1121,0.07783132692525964,011e8_01121,3,2,0.1,0.26429185678757916,1,1,64,1,3
542,0.07798636604370156,011e8_00542,2,2,0.001,0.2562897572334283,2,1,8,1,3
1574,0.07804572626172374,011e8_01574,3,2,0.1,0.6213230318815847,1,8,128,2,3
1161,0.07820321388302495,011e8_01161,3,2,0.1,0.4085607119292213,1,1,32,2,1
1722,0.07866609661259555,011e8_01722,3,2,0.001,0.14630078217454676,2,1,128,3,1
543,0.07928341844644562,011e8_00543,2,2,0.001,0.11576988256222293,2,1,16,1,1
1438,0.07967154747368374,011e8_01438,3,2,0.1,0.7463996436408451,1,4,128,2,2
1529,0.0797162214394707,011e8_01529,3,2,0.1,0.8470130259883226,1,8,128,1,3
354,0.0803661229490888,011e8_00354,2,2,0.1,0.8333336180579403,1,4,64,2,1
2201,0.08071107891003473,011e8_02201,5,2,0.1,0.29887772606386465,1,1,64,1,3
179,0.0807717885680483,011e8_00179,2,2,0.1,0.3527038563326962,1,2,128,1,3
1525,0.08079513949086008,011e8_01525,3,2,0.1,0.36671875866775216,1,8,64,1,2
41,0.08387086255201391,011e8_00041,2,2,0.1,0.2309711812551517,1,1,64,1,3
2199,0.08554483509657707,011e8_02199,5,2,0.1,0.3104234779906585,1,1,64,1,1
1303,0.08603991764223046,011e8_01303,3,2,0.1,0.13249345107926294,1,2,128,2,2
1117,0.08616278637314251,011e8_01117,3,2,0.1,0.4670426187177279,1,1,32,1,2
1124,0.08629615376103805,011e8_01124,3,2,0.1,0.6221419919905926,1,1,128,1,3
1623,0.08629899882214515,011e8_01623,3,2,0.001,0.13160947129481004,2,1,16,1,1
39,0.08655398084096598,011e8_00039,2,2,0.1,0.8028611519167714,1,1,64,1,1
2243,0.08749564711205572,011e8_02243,5,2,0.1,0.35096799484209096,1,1,32,2,3
1119,0.08781036515334911,011e8_01119,3,2,0.1,0.4567101547228485,1,1,64,1,1
1573,0.08916810617990958,011e8_01573,3,2,0.1,0.5637477395941265,1,8,128,2,2
1571,0.08927463535867007,011e8_01571,3,2,0.1,0.7870239327894842,1,8,64,2,3
128,0.09264040925770804,011e8_00128,2,2,0.1,0.21147019267775713,1,1,32,3,3
1572,0.09423474948421566,011e8_01572,3,2,0.1,0.37602317943581565,1,8,128,2,1
1527,0.09598012781690922,011e8_01527,3,2,0.1,0.39147920090835486,1,8,128,1,1
223,0.09914653575588332,011e8_00223,2,2,0.1,0.8437705348146876,1,2,128,2,2
43,0.10086288827579933,011e8_00043,2,2,0.1,0.3655566211265032,1,1,128,1,2
83,0.10229225843339079,011e8_00083,2,2,0.1,0.22112980240894675,1,1,32,2,3
1300,0.1044279590797981,011e8_01300,3,2,0.1,0.2818600450057638,1,2,64,2,2
2200,0.10575252437593367,011e8_02200,5,2,0.1,0.20757352131184004,1,1,64,1,2
536,0.10598408065324626,011e8_00536,2,2,0.1,0.33693855471613327,1,8,64,3,3
1122,0.10873768494811269,011e8_01122,3,2,0.1,0.7940192042529004,1,1,128,1,1
359,0.10913248227458207,011e8_00359,2,2,0.1,0.14795812615965095,1,4,128,2,3
1301,0.11236940143576954,011e8_01301,3,2,0.1,0.7004670224416517,1,2,64,2,3
2204,0.11328866077111277,011e8_02204,5,2,0.1,0.6382516432465729,1,1,128,1,3
1163,0.11416936342058984,011e8_01163,3,2,0.1,0.8772907216943034,1,1,32,2,3
42,0.11571979322656571,011e8_00042,2,2,0.1,0.4075259512749415,1,1,128,1,1
1616,0.11695457772937519,011e8_01616,3,2,0.1,0.7129762234394391,1,8,64,3,3
1343,0.11704004468214838,011e8_01343,3,2,0.1,0.44917201836288523,1,2,32,3,3
1123,0.11722598007693678,011e8_01123,3,2,0.1,0.23734905265441944,1,1,128,1,2
89,0.11745399843579496,011e8_00089,2,2,0.1,0.14835890309971778,1,1,128,2,3
261,0.120680710546623,011e8_00261,2,2,0.1,0.11561157121139445,1,2,32,3,1
2202,0.12415361905793323,011e8_02202,5,2,0.1,0.4635870641992924,1,1,128,1,1
2283,0.12758378632613726,011e8_02283,5,2,0.1,0.32148949446211894,1,1,16,3,1
2203,0.1278857963193184,011e8_02203,5,2,0.1,0.7812663498132443,1,1,128,1,2
44,0.1279789309605741,011e8_00044,2,2,0.1,0.20747687487250951,1,1,128,1,3
1258,0.13075054778228495,011e8_01258,3,2,0.1,0.14809906945791182,1,2,128,1,2
1478,0.1313588333902471,011e8_01478,3,2,0.1,0.4261737785238562,1,4,32,3,3
1481,0.13296563085936364,011e8_01481,3,2,0.1,0.22659767050641202,1,4,64,3,3
2286,0.1339178101148136,011e8_02286,5,2,0.1,0.8707120699133764,1,1,32,3,1
2241,0.1342381395149142,011e8_02241,5,2,0.1,0.7649309555906385,1,1,32,2,1
1434,0.13593477150939448,011e8_01434,3,2,0.1,0.33485861652262305,1,4,64,2,1
1614,0.1423506909409898,011e8_01614,3,2,0.1,0.6628735961472261,1,8,64,3,1
1437,0.14382438752325924,011e8_01437,3,2,0.1,0.6949176167835313,1,4,128,2,1
1208,0.16075940452564286,011e8_01208,3,2,0.1,0.3849186670248642,1,1,32,3,3
1439,0.16553634325193134,011e8_01439,3,2,0.1,0.16727919862712853,1,4,128,2,3
357,0.17426184889702634,011e8_00357,2,2,0.1,0.23494634821127713,1,4,128,2,1
1206,0.17881306639057293,011e8_01206,3,2,0.1,0.886330350443222,1,1,32,3,1
494,0.17962454907974973,011e8_00494,2,2,0.1,0.6223295796419397,1,8,128,2,3
1341,0.1817903089927082,011e8_01341,3,2,0.1,0.3113274887751361,1,2,32,3,1
219,0.18215703962357108,011e8_00219,2,2,0.1,0.5833433045362582,1,2,64,2,1
1304,0.18430209399555447,011e8_01304,3,2,0.1,0.6632096991615,1,2,128,2,3
1476,0.2020692300341724,011e8_01476,3,2,0.1,0.5164807710232601,1,4,32,3,1
1611,0.20308179683736047,011e8_01611,3,2,0.1,0.7859192981927255,1,8,32,3,1
1167,0.20768525246578715,011e8_01167,3,2,0.1,0.8861970886331119,1,1,128,2,1
2249,0.266291725963339,011e8_02249,5,2,0.1,0.6343647044457352,1,1,128,2,3
264,0.27381393280946603,011e8_00264,2,2,0.1,0.8761500025537551,1,2,64,3,1
224,0.27490719344107123,011e8_00224,2,2,0.1,0.8089107752380003,1,2,128,2,3
1299,0.2791670907310406,011e8_01299,3,2,0.1,0.6267519675491785,1,2,64,2,1
1613,0.31752840499826196,011e8_01613,3,2,0.1,0.5714843546032674,1,8,32,3,3
2288,0.3238065926184103,011e8_02288,5,2,0.1,0.705541751124201,1,1,32,3,3
399,0.3341993795227019,011e8_00399,2,2,0.1,0.73736560143276,1,4,64,3,1
1169,0.34279452022360857,011e8_01169,3,2,0.1,0.27146380372085843,1,1,128,2,3
1344,0.3442357657062314,011e8_01344,3,2,0.1,0.44822351955790474,1,2,64,3,1
1617,0.38029953462258503,011e8_01617,3,2,0.1,0.710411511006881,1,8,128,3,1
401,0.39923173179733984,011e8_00401,2,2,0.1,0.6808058014396954,1,4,64,3,3
492,0.414397622191622,011e8_00492,2,2,0.1,0.15288082339041217,1,8,128,2,1
222,0.4172226871292752,011e8_00222,2,2,0.1,0.3307170016182475,1,2,128,2,1
2291,0.4310314977549975,011e8_02291,5,2,0.1,0.8259131319275846,1,1,64,3,3
1302,0.43883758372887144,011e8_01302,3,2,0.1,0.2681436830409929,1,2,128,2,1
